Date,QQQ
1999-03-10,51.0625
1999-03-11,51.3125
1999-03-12,50.0625
1999-03-15,51.5
1999-03-16,51.9375
1999-03-17,51.5625
1999-03-18,52.5625
1999-03-19,51.21875
1999-03-22,50.59375
1999-03-23,48.8125
1999-03-24,50.46875
1999-03-25,52.3125
1999-03-26,51.75
1999-03-29,53.625
1999-03-30,53.25
1999-03-31,52.46875
1999-04-01,53.5625
1999-04-05,55.5
1999-04-06,55.609375
1999-04-07,55.03125
1999-04-08,55.46875
1999-04-09,55.8125
1999-04-12,55.4375
1999-04-13,54.6875
1999-04-14,52.8125
1999-04-15,53.53125
1999-04-16,51.96875
1999-04-19,49.53125
1999-04-20,50.65625
1999-04-21,53.15625
1999-04-22,54.59375
1999-04-23,55.3125
1999-04-26,56.5859375
1999-04-27,55.71875
1999-04-28,53.8125
1999-04-29,53.375
1999-04-30,53.71875
1999-05-03,53.4375
1999-05-04,52.59375
1999-05-05,54.1875
1999-05-06,52.21875
1999-05-07,52.96875
1999-05-10,53.5
1999-05-11,54.34375
1999-05-12,55.46875
1999-05-13,54.4375
1999-05-14,53.40625
1999-05-17,54.3671875
1999-05-18,54.125
1999-05-19,54.875
1999-05-20,53.3671875
1999-05-21,52.875
1999-05-24,51.53125
1999-05-25,49.84375
1999-05-26,51.234375
1999-05-27,51.1875
1999-05-28,52.03125
1999-06-01,50.875
1999-06-02,51.734375
1999-06-03,51.0
1999-06-04,52.5625
1999-06-07,53.65625
1999-06-08,52.3125
1999-06-09,53.1875
1999-06-10,52.578125
1999-06-11,51.78125
1999-06-14,50.8046875
1999-06-15,51.5625
1999-06-16,54.2109375
1999-06-17,54.8125
1999-06-18,55.0625
1999-06-21,56.7109375
1999-06-22,55.0
1999-06-23,55.8671875
1999-06-24,54.7578125
1999-06-25,54.6875
1999-06-28,55.984375
1999-06-29,56.75
1999-06-30,57.625
1999-07-01,58.015625
1999-07-02,58.75
1999-07-06,58.375
1999-07-07,58.46875
1999-07-08,59.25
1999-07-09,59.84375
1999-07-12,59.53125
1999-07-13,59.25
1999-07-14,60.2578125
1999-07-15,60.8125
1999-07-16,61.375
1999-07-19,60.75
1999-07-20,58.40625
1999-07-21,58.6875
1999-07-22,57.1953125
1999-07-23,57.28125
1999-07-26,55.875
1999-07-27,57.0
1999-07-28,58.1171875
1999-07-29,56.875
1999-07-30,56.59375
1999-08-02,56.4375
1999-08-03,56.0703125
1999-08-04,55.0546875
1999-08-05,55.9296875
1999-08-06,55.328125
1999-08-09,54.6171875
1999-08-10,54.125
1999-08-11,55.90625
1999-08-12,55.25
1999-08-13,57.65625
1999-08-16,58.1171875
1999-08-17,58.40625
1999-08-18,57.75
1999-08-19,57.0625
1999-08-20,57.96875
1999-08-23,59.8125
1999-08-24,60.21875
1999-08-25,61.5
1999-08-26,60.4765625
1999-08-27,59.875
1999-08-30,59.03125
1999-08-31,59.6875
1999-09-01,60.1171875
1999-09-02,59.90625
1999-09-03,62.65625
1999-09-07,62.375
1999-09-08,61.53125
1999-09-09,62.40625
1999-09-10,63.125
1999-09-13,62.3671875
1999-09-14,62.7109375
1999-09-15,61.5
1999-09-16,61.46875
1999-09-17,63.3125
1999-09-20,63.4609375
1999-09-21,61.9375
1999-09-22,62.59375
1999-09-23,60.0
1999-09-24,60.078125
1999-09-27,60.5
1999-09-28,60.78125
1999-09-29,59.5625
1999-09-30,60.1875
1999-10-01,60.2109375
1999-10-04,61.5625
1999-10-05,62.0
1999-10-06,63.2421875
1999-10-07,63.09375
1999-10-08,63.7578125
1999-10-11,64.65625
1999-10-12,63.1875
1999-10-13,61.3125
1999-10-14,61.6953125
1999-10-15,59.875
1999-10-18,59.1171875
1999-10-19,59.4375
1999-10-20,61.25
1999-10-21,62.25
1999-10-22,61.96875
1999-10-25,62.0
1999-10-26,61.5
1999-10-27,61.40625
1999-10-28,63.53125
1999-10-29,65.75
1999-11-01,65.40625
1999-11-02,65.4453125
1999-11-03,66.75
1999-11-04,67.5
1999-11-05,68.1875
1999-11-08,69.5625
1999-11-09,69.09375
1999-11-10,70.0
1999-11-11,71.25
1999-11-12,72.1875
1999-11-15,72.046875
1999-11-16,73.875
1999-11-17,72.875
1999-11-18,75.109375
1999-11-19,75.78125
1999-11-22,74.625
1999-11-23,74.96875
1999-11-24,77.4375
1999-11-26,77.6875
1999-11-29,76.40625
1999-11-30,73.5
1999-12-01,75.09375
1999-12-02,77.4765625
1999-12-03,79.125
1999-12-06,79.84375
1999-12-07,79.84375
1999-12-08,78.875
1999-12-09,79.25
1999-12-10,79.90625
1999-12-13,80.9921875
1999-12-14,79.53125
1999-12-15,81.0625
1999-12-16,83.0625
1999-12-17,83.78125
1999-12-20,84.875
1999-12-21,89.4375
1999-12-22,89.15625
1999-12-23,90.21875
1999-12-27,89.6875
1999-12-28,89.125
1999-12-29,92.5
1999-12-30,91.5
1999-12-31,91.375
2000-01-03,94.75
2000-01-04,88.25
2000-01-05,86.0
2000-01-06,80.09375
2000-01-07,90.0
2000-01-10,92.5
2000-01-11,88.0
2000-01-12,86.0625
2000-01-13,91.25
2000-01-14,93.375
2000-01-18,93.875
2000-01-19,96.0
2000-01-20,95.0625
2000-01-21,96.25
2000-01-24,91.625
2000-01-25,93.0
2000-01-26,89.25
2000-01-27,90.5625
2000-01-28,86.0
2000-01-31,89.6875
2000-02-01,92.09375
2000-02-02,92.875
2000-02-03,96.5
2000-02-04,97.15625
2000-02-07,98.5
2000-02-08,102.625
2000-02-09,99.0
2000-02-10,102.25
2000-02-11,99.875
2000-02-14,99.75
2000-02-15,100.46875
2000-02-16,100.0
2000-02-17,102.125
2000-02-18,98.4375
2000-02-22,98.75
2000-02-23,104.25
2000-02-24,106.5
2000-02-25,104.0625
2000-02-28,104.0
2000-02-29,106.75
2000-03-01,107.625
2000-03-02,105.1328125
2000-03-03,111.0625
2000-03-06,111.9375
2000-03-07,110.25
2000-03-08,111.25
2000-03-09,115.0
2000-03-10,114.5
2000-03-13,111.5
2000-03-14,107.375
2000-03-15,102.875
2000-03-16,108.75
2000-03-17,110.8125
2000-03-20,107.6875
2000-03-21,111.75
2000-03-22,114.0
2000-03-23,116.0
2000-03-24,117.5625
2000-03-27,117.75
2000-03-28,114.75
2000-03-29,110.0
2000-03-30,107.25
2000-03-31,109.5
2000-04-03,102.9375
2000-04-04,101.9375
2000-04-05,100.125
2000-04-06,102.5
2000-04-07,106.625
2000-04-10,100.125
2000-04-11,97.75
2000-04-12,92.0
2000-04-13,88.0
2000-04-14,80.375
2000-04-17,89.625
2000-04-18,92.0
2000-04-19,89.1875
2000-04-20,87.25
2000-04-24,84.75
2000-04-25,90.46875
2000-04-26,87.375
2000-04-27,91.25
2000-04-28,94.75
2000-05-01,95.625
2000-05-02,90.125
2000-05-03,89.125
2000-05-04,89.3125
2000-05-05,91.4375
2000-05-08,87.875
2000-05-09,86.0
2000-05-10,79.75
2000-05-11,84.625
2000-05-12,84.625
2000-05-15,88.3125
2000-05-16,90.8125
2000-05-17,88.9375
2000-05-18,85.75
2000-05-19,81.6875
2000-05-22,81.625
2000-05-23,74.8125
2000-05-24,79.5
2000-05-25,77.75
2000-05-26,77.75
2000-05-30,85.5625
2000-05-31,83.125
2000-06-01,87.375
2000-06-02,93.625
2000-06-05,93.859375
2000-06-06,91.25
2000-06-07,93.6875
2000-06-08,93.25
2000-06-09,93.75
2000-06-12,90.75
2000-06-13,94.25
2000-06-14,92.125
2000-06-15,93.75
2000-06-16,94.25
2000-06-19,98.0
2000-06-20,97.625
2000-06-21,98.875
2000-06-22,95.25
2000-06-23,91.5
2000-06-26,94.0
2000-06-27,92.875
2000-06-28,94.0
2000-06-29,91.640625
2000-06-30,93.4375
2000-07-03,95.25
2000-07-05,91.5625
2000-07-06,94.0
2000-07-07,95.9375
2000-07-10,94.484375
2000-07-11,95.0
2000-07-12,97.25
2000-07-13,98.5
2000-07-14,100.625
2000-07-17,101.75
2000-07-18,99.5
2000-07-19,97.25
2000-07-20,100.375
2000-07-21,97.0
2000-07-24,95.0
2000-07-25,95.75
2000-07-26,95.625
2000-07-27,91.875
2000-07-28,86.875
2000-07-31,89.4375
2000-08-01,88.25
2000-08-02,86.6875
2000-08-03,90.4375
2000-08-04,90.125
2000-08-07,92.25
2000-08-08,94.125
2000-08-09,91.625
2000-08-10,89.8125
2000-08-11,91.0625
2000-08-14,93.0
2000-08-15,93.0
2000-08-16,93.9375
2000-08-17,95.75
2000-08-18,95.25
2000-08-21,95.5
2000-08-22,95.5
2000-08-23,97.0625
2000-08-24,98.5625
2000-08-25,98.03125
2000-08-28,98.5
2000-08-29,99.0
2000-08-30,98.875
2000-08-31,101.625
2000-09-01,102.625
2000-09-05,99.5
2000-09-06,96.0
2000-09-07,98.125
2000-09-08,95.125
2000-09-11,92.8125
2000-09-12,91.375
2000-09-13,93.5
2000-09-14,93.0
2000-09-15,91.3125
2000-09-18,89.875
2000-09-19,93.1875
2000-09-20,94.625
2000-09-21,87.75
2000-09-22,92.9375
2000-09-25,90.46875
2000-09-26,89.4375
2000-09-27,89.5625
2000-09-28,91.5625
2000-09-29,88.75
2000-10-02,86.75
2000-10-03,84.0
2000-10-04,85.625
2000-10-05,85.875
2000-10-06,83.0
2000-10-09,82.625
2000-10-10,78.3125
2000-10-11,77.0625
2000-10-12,75.125
2000-10-13,81.25
2000-10-16,82.0
2000-10-17,78.25
2000-10-18,78.0
2000-10-19,85.0625
2000-10-20,86.3125
2000-10-23,86.1875
2000-10-24,82.5
2000-10-25,77.875
2000-10-26,79.875
2000-10-27,79.71875
2000-10-30,76.765625
2000-10-31,81.703125
2000-11-01,81.0
2000-11-02,82.0
2000-11-03,83.0625
2000-11-06,82.4375
2000-11-07,82.125
2000-11-08,75.703125
2000-11-09,75.6875
2000-11-10,71.75
2000-11-13,71.859375
2000-11-14,75.84375
2000-11-15,77.375
2000-11-16,72.875
2000-11-17,72.828125
2000-11-20,69.859375
2000-11-21,69.75
2000-11-22,66.625
2000-11-24,70.4375
2000-11-27,69.5625
2000-11-28,65.453125
2000-11-29,62.9375
2000-11-30,62.984375
2000-12-01,64.0
2000-12-04,65.0
2000-12-05,70.6875
2000-12-06,68.0
2000-12-07,66.5
2000-12-08,68.0
2000-12-11,74.375
2000-12-12,71.65625
2000-12-13,68.734375
2000-12-14,65.375
2000-12-15,63.875
2000-12-18,64.0
2000-12-19,59.125
2000-12-20,55.734375
2000-12-21,56.0625
2000-12-22,60.5
2000-12-26,60.875
2000-12-27,61.5625
2000-12-28,61.4375
2000-12-29,58.375
2001-01-02,53.4375
2001-01-03,62.4375
2001-01-04,61.3125
2001-01-05,56.625
2001-01-08,57.25
2001-01-09,57.25
2001-01-10,60.1875
2001-01-11,61.9375
2001-01-12,62.734375
2001-01-16,61.984375
2001-01-17,63.875
2001-01-18,66.5625
2001-01-19,66.3125
2001-01-22,66.375
2001-01-23,67.765625
2001-01-24,67.125
2001-01-25,64.5
2001-01-26,65.546875
2001-01-29,67.0
2001-01-30,66.75
2001-01-31,64.30000305175781
2001-02-01,65.1500015258789
2001-02-02,61.54999923706055
2001-02-05,61.5
2001-02-06,61.599998474121094
2001-02-07,60.599998474121094
2001-02-08,58.790000915527344
2001-02-09,56.400001525878906
2001-02-12,57.08000183105469
2001-02-13,55.25
2001-02-14,57.45000076293945
2001-02-15,58.400001525878906
2001-02-16,55.130001068115234
2001-02-20,52.9900016784668
2001-02-21,51.5
2001-02-22,51.0
2001-02-23,51.18000030517578
2001-02-26,52.150001525878906
2001-02-27,49.0
2001-02-28,47.45000076293945
2001-03-01,48.79999923706055
2001-03-02,46.70000076293945
2001-03-05,47.54999923706055
2001-03-06,49.400001525878906
2001-03-07,49.41999816894531
2001-03-08,48.5
2001-03-09,45.099998474121094
2001-03-12,42.29999923706055
2001-03-13,44.45000076293945
2001-03-14,43.75
2001-03-15,42.150001525878906
2001-03-16,41.20000076293945
2001-03-19,43.2599983215332
2001-03-20,40.349998474121094
2001-03-21,40.349998474121094
2001-03-22,42.79999923706055
2001-03-23,42.79999923706055
2001-03-26,41.810001373291016
2001-03-27,43.25
2001-03-28,39.70000076293945
2001-03-29,38.95000076293945
2001-03-30,39.150001525878906
2001-04-02,37.400001525878906
2001-04-03,34.65999984741211
2001-04-04,34.04999923706055
2001-04-05,37.310001373291016
2001-04-06,35.95000076293945
2001-04-09,37.04999923706055
2001-04-10,39.79999923706055
2001-04-11,41.0
2001-04-12,42.79999923706055
2001-04-16,40.25
2001-04-17,41.25
2001-04-18,45.54999923706055
2001-04-19,48.29999923706055
2001-04-20,48.400001525878906
2001-04-23,45.150001525878906
2001-04-24,44.29999923706055
2001-04-25,45.099998474121094
2001-04-26,43.95000076293945
2001-04-27,45.150001525878906
2001-04-30,46.150001525878906
2001-05-01,48.04999923706055
2001-05-02,48.97999954223633
2001-05-03,46.79999923706055
2001-05-04,48.20000076293945
2001-05-07,47.20000076293945
2001-05-08,48.20000076293945
2001-05-09,46.54999923706055
2001-05-10,45.77000045776367
2001-05-11,45.54999923706055
2001-05-14,44.81999969482422
2001-05-15,45.150001525878906
2001-05-16,47.150001525878906
2001-05-17,47.900001525878906
2001-05-18,48.040000915527344
2001-05-21,51.04999923706055
2001-05-22,50.900001525878906
2001-05-23,48.650001525878906
2001-05-24,49.900001525878906
2001-05-25,48.9900016784668
2001-05-29,46.119998931884766
2001-05-30,44.43000030517578
2001-05-31,44.72999954223633
2001-06-01,46.04999923706055
2001-06-04,45.83000183105469
2001-06-05,47.849998474121094
2001-06-06,47.47999954223633
2001-06-07,48.70000076293945
2001-06-08,47.349998474121094
2001-06-11,46.04999923706055
2001-06-12,45.79999923706055
2001-06-13,44.54999923706055
2001-06-14,42.25
2001-06-15,42.599998474121094
2001-06-18,42.029998779296875
2001-06-19,41.81999969482422
2001-06-20,42.77000045776367
2001-06-21,43.349998474121094
2001-06-22,43.25
2001-06-25,43.36000061035156
2001-06-26,43.5099983215332
2001-06-27,43.790000915527344
2001-06-28,44.349998474121094
2001-06-29,45.70000076293945
2001-07-02,45.45000076293945
2001-07-03,45.63999938964844
2001-07-05,43.45000076293945
2001-07-06,41.650001525878906
2001-07-09,42.0099983215332
2001-07-10,40.5
2001-07-11,41.0
2001-07-12,43.599998474121094
2001-07-13,43.150001525878906
2001-07-16,42.349998474121094
2001-07-17,43.29999923706055
2001-07-18,41.650001525878906
2001-07-19,42.63999938964844
2001-07-20,41.650001525878906
2001-07-23,40.61000061035156
2001-07-24,40.150001525878906
2001-07-25,40.5
2001-07-26,41.099998474121094
2001-07-27,41.95000076293945
2001-07-30,41.70000076293945
2001-07-31,41.7599983215332
2001-08-01,43.099998474121094
2001-08-02,43.90999984741211
2001-08-03,43.18000030517578
2001-08-06,42.5
2001-08-07,42.279998779296875
2001-08-08,40.5
2001-08-09,40.66999816894531
2001-08-10,40.279998779296875
2001-08-13,41.099998474121094
2001-08-14,40.599998474121094
2001-08-15,39.099998474121094
2001-08-16,39.560001373291016
2001-08-17,37.7599983215332
2001-08-20,38.279998779296875
2001-08-21,36.689998626708984
2001-08-22,37.689998626708984
2001-08-23,37.31999969482422
2001-08-24,39.29999923706055
2001-08-27,39.349998474121094
2001-08-28,38.119998931884766
2001-08-29,37.560001373291016
2001-08-30,36.16999816894531
2001-08-31,36.630001068115234
2001-09-04,35.470001220703125
2001-09-05,35.33000183105469
2001-09-06,33.900001525878906
2001-09-07,33.70000076293945
2001-09-10,34.099998474121094
2001-09-17,31.200000762939453
2001-09-18,30.5
2001-09-19,29.969999313354492
2001-09-20,28.969999313354492
2001-09-21,28.190000534057617
2001-09-24,29.610000610351562
2001-09-25,29.700000762939453
2001-09-26,28.670000076293945
2001-09-27,28.479999542236328
2001-09-28,28.979999542236328
2001-10-01,28.729999542236328
2001-10-02,28.81999969482422
2001-10-03,31.0
2001-10-04,31.299999237060547
2001-10-05,31.760000228881836
2001-10-08,31.860000610351562
2001-10-09,31.09000015258789
2001-10-10,32.5
2001-10-11,34.70000076293945
2001-10-12,34.54999923706055
2001-10-15,34.400001525878906
