Date,QQQ
2001-10-16,34.959999084472656
2001-10-17,32.45000076293945
2001-10-18,33.33000183105469
2001-10-19,33.54999923706055
2001-10-22,34.45000076293945
2001-10-23,34.630001068115234
2001-10-24,35.380001068115234
2001-10-25,36.79999923706055
2001-10-26,36.0099983215332
2001-10-29,34.040000915527344
2001-10-30,33.380001068115234
2001-10-31,33.900001525878906
2001-11-01,35.34000015258789
2001-11-02,35.599998474121094
2001-11-05,36.7599983215332
2001-11-06,38.189998626708984
2001-11-07,38.13999938964844
2001-11-08,37.75
2001-11-09,37.72999954223633
2001-11-12,38.0
2001-11-13,39.36000061035156
2001-11-14,39.63999938964844
2001-11-15,39.47999954223633
2001-11-16,39.369998931884766
2001-11-19,40.4900016784668
2001-11-20,38.619998931884766
2001-11-21,38.41999816894531
2001-11-23,39.279998779296875
2001-11-26,40.25
2001-11-27,40.20000076293945
2001-11-28,38.75
2001-11-29,39.95000076293945
2001-11-30,39.650001525878906
2001-12-03,38.970001220703125
2001-12-04,40.83000183105469
2001-12-05,42.849998474121094
2001-12-06,42.90999984741211
2001-12-07,41.72999954223633
2001-12-10,41.0
2001-12-11,41.22999954223633
2001-12-12,41.560001373291016
2001-12-13,39.7599983215332
2001-12-14,40.11000061035156
2001-12-17,40.79999923706055
2001-12-18,41.2599983215332
2001-12-19,40.5099983215332
2001-12-20,38.790000915527344
2001-12-21,39.47999954223633
2001-12-24,39.31999969482422
2001-12-26,39.689998626708984
2001-12-27,40.0099983215332
2001-12-28,40.33000183105469
2001-12-31,38.90999984741211
2002-01-02,40.11000061035156
2002-01-03,41.5
2002-01-04,41.66999816894531
2002-01-07,41.209999084472656
2002-01-08,41.4900016784668
2002-01-09,41.11000061035156
2002-01-10,41.380001068115234
2002-01-11,40.849998474121094
2002-01-14,39.959999084472656
2002-01-15,40.34000015258789
2002-01-16,38.779998779296875
2002-01-17,39.650001525878906
2002-01-18,38.59000015258789
2002-01-22,37.400001525878906
2002-01-23,38.43000030517578
2002-01-24,38.939998626708984
2002-01-25,38.83000183105469
2002-01-28,39.04999923706055
2002-01-29,37.97999954223633
2002-01-30,38.27000045776367
2002-01-31,38.5099983215332
2002-02-01,38.13999938964844
2002-02-04,36.91999816894531
2002-02-05,36.310001373291016
2002-02-06,36.060001373291016
2002-02-07,35.189998626708984
2002-02-08,36.16999816894531
2002-02-11,36.630001068115234
2002-02-12,36.33000183105469
2002-02-13,36.95000076293945
2002-02-14,36.880001068115234
2002-02-15,35.779998779296875
2002-02-19,34.68000030517578
2002-02-20,35.150001525878906
2002-02-21,33.47999954223633
2002-02-22,33.650001525878906
2002-02-25,35.0099983215332
2002-02-26,34.880001068115234
2002-02-27,34.400001525878906
2002-02-28,33.779998779296875
2002-03-01,35.7400016784668
2002-03-04,37.150001525878906
2002-03-05,37.41999816894531
2002-03-06,37.599998474121094
2002-03-07,37.68000030517578
2002-03-08,38.66999816894531
2002-03-11,38.529998779296875
2002-03-12,38.0
2002-03-13,37.08000183105469
2002-03-14,36.86000061035156
2002-03-15,37.22999954223633
2002-03-18,37.439998626708984
2002-03-19,37.380001068115234
2002-03-20,36.060001373291016
2002-03-21,37.02000045776367
2002-03-22,36.68000030517578
2002-03-25,35.560001373291016
2002-03-26,35.88999938964844
2002-03-27,35.61000061035156
2002-03-28,36.060001373291016
2002-04-01,36.75
2002-04-02,35.09000015258789
2002-04-03,35.029998779296875
2002-04-04,34.7599983215332
2002-04-05,34.369998931884766
2002-04-08,34.79999923706055
2002-04-09,33.59000015258789
2002-04-10,33.84000015258789
2002-04-11,33.0
2002-04-12,33.52000045776367
2002-04-15,33.790000915527344
2002-04-16,35.20000076293945
2002-04-17,35.02000045776367
2002-04-18,34.349998474121094
2002-04-19,34.459999084472656
2002-04-22,33.59000015258789
2002-04-23,33.0099983215332
2002-04-24,32.5
2002-04-25,32.41999816894531
2002-04-26,31.040000915527344
2002-04-29,31.1200008392334
2002-04-30,31.729999542236328
2002-05-01,31.559999465942383
2002-05-02,30.510000228881836
2002-05-03,29.739999771118164
2002-05-06,28.969999313354492
2002-05-07,28.700000762939453
2002-05-08,31.770000457763672
2002-05-09,30.950000762939453
2002-05-10,29.559999465942383
2002-05-13,30.760000228881836
2002-05-14,32.56999969482422
2002-05-15,32.810001373291016
2002-05-16,32.86000061035156
2002-05-17,32.93000030517578
2002-05-20,32.209999084472656
2002-05-21,31.329999923706055
2002-05-22,31.399999618530273
2002-05-23,32.029998779296875
2002-05-24,31.239999771118164
2002-05-28,31.100000381469727
2002-05-29,30.280000686645508
2002-05-30,30.540000915527344
2002-05-31,30.040000915527344
2002-06-03,28.979999542236328
2002-06-04,29.360000610351562
2002-06-05,29.65999984741211
2002-06-06,28.8799991607666
2002-06-07,28.299999237060547
2002-06-10,28.25
2002-06-11,27.459999084472656
2002-06-12,27.860000610351562
2002-06-13,27.68000030517578
2002-06-14,27.6200008392334
2002-06-17,28.559999465942383
2002-06-18,29.020000457763672
2002-06-19,27.34000015258789
2002-06-20,26.459999084472656
2002-06-21,25.81999969482422
2002-06-24,26.329999923706055
2002-06-25,25.459999084472656
2002-06-26,25.649999618530273
2002-06-27,26.209999084472656
2002-06-28,26.100000381469727
2002-07-01,24.850000381469727
2002-07-02,23.950000762939453
2002-07-03,24.75
2002-07-05,26.34000015258789
2002-07-08,25.3799991607666
2002-07-09,24.65999984741211
2002-07-10,23.899999618530273
2002-07-11,24.799999237060547
2002-07-12,24.799999237060547
2002-07-15,25.56999969482422
2002-07-16,25.190000534057617
2002-07-17,25.649999618530273
2002-07-18,24.729999542236328
2002-07-19,23.989999771118164
2002-07-22,23.399999618530273
2002-07-23,22.399999618530273
2002-07-24,23.6200008392334
2002-07-25,22.25
2002-07-26,22.670000076293945
2002-07-29,23.829999923706055
2002-07-30,24.309999465942383
2002-07-31,23.850000381469727
2002-08-01,22.729999542236328
2002-08-02,22.25
2002-08-05,21.440000534057617
2002-08-06,22.5
2002-08-07,22.799999237060547
2002-08-08,23.56999969482422
2002-08-09,23.329999923706055
2002-08-12,23.399999618530273
2002-08-13,22.600000381469727
2002-08-14,24.040000915527344
2002-08-15,24.530000686645508
2002-08-16,24.700000762939453
2002-08-19,25.299999237060547
2002-08-20,25.190000534057617
2002-08-21,25.75
2002-08-22,26.15999984741211
2002-08-23,25.149999618530273
2002-08-26,25.25
2002-08-27,24.3700008392334
2002-08-28,23.479999542236328
2002-08-29,23.790000915527344
2002-08-30,23.489999771118164
2002-09-03,22.639999389648438
2002-09-04,22.729999542236328
2002-09-05,22.170000076293945
2002-09-06,22.850000381469727
2002-09-09,23.079999923706055
2002-09-10,23.649999618530273
2002-09-11,23.450000762939453
2002-09-12,22.809999465942383
2002-09-13,22.989999771118164
2002-09-16,22.65999984741211
2002-09-17,22.18000030517578
2002-09-18,21.93000030517578
2002-09-19,21.579999923706055
2002-09-20,21.670000076293945
2002-09-23,21.020000457763672
2002-09-24,21.030000686645508
2002-09-25,21.8700008392334
2002-09-26,21.600000381469727
2002-09-27,21.309999465942383
2002-09-30,20.719999313354492
2002-10-01,21.979999542236328
2002-10-02,21.25
2002-10-03,20.739999771118164
2002-10-04,20.350000381469727
2002-10-07,20.15999984741211
2002-10-08,20.200000762939453
2002-10-09,20.059999465942383
2002-10-10,21.079999923706055
2002-10-11,22.219999313354492
2002-10-14,22.479999542236328
2002-10-15,23.559999465942383
2002-10-16,22.780000686645508
2002-10-17,23.549999237060547
2002-10-18,23.809999465942383
2002-10-21,24.290000915527344
2002-10-22,24.139999389648438
2002-10-23,24.600000381469727
2002-10-24,23.979999542236328
2002-10-25,24.700000762939453
2002-10-28,24.489999771118164
2002-10-29,23.920000076293945
2002-10-30,24.559999465942383
2002-10-31,24.549999237060547
2002-11-01,25.25
2002-11-04,25.899999618530273
2002-11-05,26.100000381469727
2002-11-06,26.469999313354492
2002-11-07,25.540000915527344
2002-11-08,25.06999969482422
2002-11-11,24.309999465942383
2002-11-12,24.93000030517578
2002-11-13,25.229999542236328
2002-11-14,26.100000381469727
2002-11-15,26.440000534057617
2002-11-18,26.049999237060547
2002-11-19,25.649999618530273
2002-11-20,26.739999771118164
2002-11-21,27.729999542236328
2002-11-22,27.719999313354492
2002-11-25,27.989999771118164
2002-11-26,27.049999237060547
2002-11-27,27.90999984741211
2002-11-29,27.719999313354492
2002-12-02,28.0
2002-12-03,27.170000076293945
2002-12-04,26.56999969482422
2002-12-05,26.200000762939453
2002-12-06,26.469999313354492
2002-12-09,25.219999313354492
2002-12-10,25.600000381469727
2002-12-11,25.719999313354492
2002-12-12,25.860000610351562
2002-12-13,25.040000915527344
2002-12-16,25.850000381469727
2002-12-17,25.93000030517578
2002-12-18,25.3799991607666
2002-12-19,25.059999465942383
2002-12-20,25.31999969482422
2002-12-23,25.670000076293945
2002-12-24,25.350000381469727
2002-12-26,25.280000686645508
2002-12-27,24.81999969482422
2002-12-30,24.6299991607666
2002-12-31,24.3700008392334
2003-01-02,25.399999618530273
2003-01-03,25.68000030517578
2003-01-06,26.31999969482422
2003-01-07,26.649999618530273
2003-01-08,25.899999618530273
2003-01-09,26.700000762939453
2003-01-10,27.100000381469727
2003-01-13,26.940000534057617
2003-01-14,27.079999923706055
2003-01-15,26.739999771118164
2003-01-16,26.440000534057617
2003-01-17,25.309999465942383
2003-01-21,25.030000686645508
2003-01-22,24.93000030517578
2003-01-23,25.510000228881836
2003-01-24,24.81999969482422
2003-01-27,24.530000686645508
2003-01-28,24.780000686645508
2003-01-29,25.149999618530273
2003-01-30,24.5
2003-01-31,24.440000534057617
2003-02-03,24.489999771118164
2003-02-04,24.190000534057617
2003-02-05,24.079999923706055
2003-02-06,24.209999084472656
2003-02-07,23.809999465942383
2003-02-10,24.020000457763672
2003-02-11,24.149999618530273
2003-02-12,23.81999969482422
2003-02-13,23.940000534057617
2003-02-14,24.489999771118164
2003-02-18,25.25
2003-02-19,25.079999923706055
2003-02-20,24.979999542236328
2003-02-21,25.170000076293945
2003-02-24,24.739999771118164
2003-02-25,24.770000457763672
2003-02-26,24.219999313354492
2003-02-27,24.770000457763672
2003-02-28,25.15999984741211
2003-03-03,24.649999618530273
2003-03-04,24.5
2003-03-05,24.549999237060547
2003-03-06,24.489999771118164
2003-03-07,24.540000915527344
2003-03-10,24.010000228881836
2003-03-11,23.799999237060547
2003-03-12,24.229999542236328
2003-03-13,25.6200008392334
2003-03-14,25.719999313354492
2003-03-17,26.600000381469727
2003-03-18,26.93000030517578
2003-03-19,26.700000762939453
2003-03-20,26.799999237060547
2003-03-21,27.170000076293945
2003-03-24,26.040000915527344
2003-03-25,26.40999984741211
2003-03-26,26.559999465942383
2003-03-27,26.3700008392334
2003-03-28,26.079999923706055
2003-03-31,25.25
2003-04-01,25.450000762939453
2003-04-02,26.149999618530273
2003-04-03,26.479999542236328
2003-04-04,26.049999237060547
2003-04-07,26.09000015258789
2003-04-08,26.059999465942383
2003-04-09,25.459999084472656
2003-04-10,25.770000457763672
2003-04-11,25.510000228881836
2003-04-14,26.030000686645508
2003-04-15,26.280000686645508
2003-04-16,26.219999313354492
2003-04-17,26.81999969482422
2003-04-21,26.920000076293945
2003-04-22,27.43000030517578
2003-04-23,27.6299991607666
2003-04-24,27.479999542236328
2003-04-25,26.950000762939453
2003-04-28,27.479999542236328
2003-04-29,27.729999542236328
2003-04-30,27.450000762939453
2003-05-01,27.690000534057617
2003-05-02,28.280000686645508
2003-05-05,28.25
2003-05-06,28.610000610351562
2003-05-07,28.290000915527344
2003-05-08,27.770000457763672
2003-05-09,28.40999984741211
2003-05-12,28.84000015258789
2003-05-13,28.65999984741211
2003-05-14,28.600000381469727
2003-05-15,28.920000076293945
2003-05-16,28.700000762939453
2003-05-19,27.690000534057617
2003-05-20,27.770000457763672
2003-05-21,27.690000534057617
2003-05-22,28.09000015258789
2003-05-23,28.100000381469727
2003-05-27,29.100000381469727
2003-05-28,29.190000534057617
2003-05-29,29.309999465942383
2003-05-30,29.790000915527344
2003-06-02,29.579999923706055
2003-06-03,29.860000610351562
2003-06-04,30.420000076293945
2003-06-05,30.639999389648438
2003-06-06,30.1299991607666
2003-06-09,29.729999542236328
2003-06-10,30.18000030517578
2003-06-11,30.520000457763672
2003-06-12,30.649999618530273
2003-06-13,29.959999084472656
2003-06-16,30.8799991607666
2003-06-17,30.760000228881836
2003-06-18,30.920000076293945
2003-06-19,30.420000076293945
2003-06-20,30.3799991607666
2003-06-23,29.90999984741211
2003-06-24,29.68000030517578
2003-06-25,29.520000457763672
2003-06-26,30.219999313354492
2003-06-27,29.829999923706055
2003-06-30,29.950000762939453
2003-07-01,30.350000381469727
2003-07-02,30.969999313354492
2003-07-03,30.579999923706055
2003-07-07,31.889999389648438
2003-07-08,32.279998779296875
2003-07-09,32.20000076293945
2003-07-10,31.600000381469727
2003-07-11,31.84000015258789
2003-07-14,32.220001220703125
2003-07-15,32.2599983215332
2003-07-16,32.15999984741211
2003-07-17,31.18000030517578
2003-07-18,31.280000686645508
2003-07-21,30.8799991607666
2003-07-22,31.34000015258789
2003-07-23,31.600000381469727
2003-07-24,31.18000030517578
2003-07-25,31.799999237060547
2003-07-28,31.889999389648438
2003-07-29,31.649999618530273
2003-07-30,31.420000076293945
2003-07-31,31.799999237060547
2003-08-01,31.459999084472656
2003-08-04,31.450000762939453
2003-08-05,30.209999084472656
2003-08-06,30.190000534057617
2003-08-07,30.309999465942383
2003-08-08,30.06999969482422
2003-08-11,30.399999618530273
2003-08-12,30.860000610351562
2003-08-13,30.8700008392334
2003-08-14,30.899999618530273
2003-08-15,31.170000076293945
2003-08-18,31.969999313354492
2003-08-19,32.369998931884766
2003-08-20,32.290000915527344
2003-08-21,32.63999938964844
2003-08-22,32.439998626708984
2003-08-25,32.5099983215332
2003-08-26,32.540000915527344
2003-08-27,32.79999923706055
2003-08-28,33.09000015258789
2003-08-29,33.38999938964844
2003-09-02,33.869998931884766
2003-09-03,33.849998474121094
2003-09-04,34.15999984741211
2003-09-05,33.939998626708984
2003-09-08,34.5
2003-09-09,34.09000015258789
2003-09-10,33.27000045776367
2003-09-11,33.63999938964844
2003-09-12,33.81999969482422
2003-09-15,33.4900016784668
2003-09-16,34.400001525878906
2003-09-17,34.2599983215332
2003-09-18,34.779998779296875
2003-09-19,34.58000183105469
2003-09-22,33.91999816894531
2003-09-23,34.52000045776367
2003-09-24,33.220001220703125
2003-09-25,32.790000915527344
2003-09-26,32.58000183105469
2003-09-29,33.13999938964844
2003-09-30,32.41999816894531
2003-10-01,33.150001525878906
2003-10-02,33.2599983215332
2003-10-03,34.189998626708984
2003-10-06,34.439998626708984
2003-10-07,34.650001525878906
2003-10-08,34.43000030517578
2003-10-09,34.689998626708984
2003-10-10,35.0099983215332
2003-10-13,35.2400016784668
2003-10-14,35.33000183105469
2003-10-15,35.18000030517578
2003-10-16,35.459999084472656
2003-10-17,34.61000061035156
2003-10-20,35.040000915527344
2003-10-21,35.25
2003-10-22,34.56999969482422
2003-10-23,34.16999816894531
2003-10-24,34.20000076293945
2003-10-27,34.209999084472656
2003-10-28,35.36000061035156
2003-10-29,35.31999969482422
2003-10-30,35.38999938964844
2003-10-31,35.18000030517578
2003-11-03,35.7599983215332
2003-11-04,35.52000045776367
2003-11-05,35.84000015258789
2003-11-06,35.939998626708984
2003-11-07,35.630001068115234
2003-11-10,35.189998626708984
2003-11-11,35.060001373291016
2003-11-12,35.810001373291016
2003-11-13,35.77000045776367
2003-11-14,35.040000915527344
2003-11-17,34.68000030517578
2003-11-18,33.880001068115234
2003-11-19,34.209999084472656
2003-11-20,33.880001068115234
2003-11-21,34.22999954223633
2003-11-24,35.18000030517578
2003-11-25,35.18000030517578
2003-11-26,35.34000015258789
2003-11-28,35.380001068115234
2003-12-01,35.900001525878906
2003-12-02,35.70000076293945
2003-12-03,35.25
2003-12-04,35.630001068115234
2003-12-05,35.040000915527344
2003-12-08,35.2400016784668
2003-12-09,34.43000030517578
2003-12-10,34.560001373291016
2003-12-11,35.29999923706055
2003-12-12,35.2400016784668
2003-12-15,34.779998779296875
2003-12-16,34.849998474121094
2003-12-17,34.90999984741211
2003-12-18,35.560001373291016
2003-12-19,35.459999084472656
2003-12-22,35.56999969482422
2003-12-23,35.84000015258789
2003-12-24,35.900001525878906
2003-12-26,35.849998474121094
2003-12-29,36.439998626708984
2003-12-30,36.560001373291016
2003-12-31,36.459999084472656
2004-01-02,36.36000061035156
2004-01-05,37.09000015258789
2004-01-06,37.34000015258789
2004-01-07,37.68000030517578
2004-01-08,37.97999954223633
2004-01-09,37.72999954223633
2004-01-12,38.33000183105469
2004-01-13,37.95000076293945
2004-01-14,38.08000183105469
2004-01-15,38.18000030517578
2004-01-16,38.56999969482422
2004-01-20,38.540000915527344
2004-01-21,38.380001068115234
2004-01-22,38.150001525878906
2004-01-23,38.0099983215332
2004-01-26,38.59000015258789
2004-01-27,37.7400016784668
2004-01-28,37.099998474121094
2004-01-29,37.2400016784668
2004-01-30,37.06999969482422
2004-02-02,36.970001220703125
2004-02-03,36.93000030517578
2004-02-04,36.33000183105469
2004-02-05,36.470001220703125
2004-02-06,37.130001068115234
2004-02-09,37.119998931884766
2004-02-10,37.18000030517578
2004-02-11,37.58000183105469
2004-02-12,37.25
2004-02-13,36.939998626708984
2004-02-17,37.439998626708984
2004-02-18,37.54999923706055
2004-02-19,36.97999954223633
2004-02-20,36.86000061035156
2004-02-23,36.45000076293945
2004-02-24,36.36000061035156
2004-02-25,36.58000183105469
2004-02-26,36.66999816894531
2004-02-27,36.56999969482422
2004-03-01,37.04999923706055
2004-03-02,36.619998931884766
2004-03-03,36.41999816894531
2004-03-04,36.7599983215332
2004-03-05,36.630001068115234
2004-03-08,35.77000045776367
2004-03-09,35.65999984741211
2004-03-10,35.189998626708984
2004-03-11,34.869998931884766
2004-03-12,35.5099983215332
2004-03-15,34.88999938964844
2004-03-16,34.95000076293945
2004-03-17,35.5
2004-03-18,35.34000015258789
2004-03-19,34.75
2004-03-22,34.310001373291016
2004-03-23,34.029998779296875
2004-03-24,34.41999816894531
2004-03-25,35.34000015258789
2004-03-26,35.220001220703125
2004-03-29,35.790000915527344
2004-03-30,35.90999984741211
2004-03-31,35.84000015258789
2004-04-01,36.15999984741211
2004-04-02,37.099998474121094
2004-04-05,37.45000076293945
2004-04-06,36.97999954223633
2004-04-07,36.939998626708984
2004-04-08,36.939998626708984
2004-04-12,37.16999816894531
2004-04-13,36.630001068115234
2004-04-14,36.810001373291016
2004-04-15,36.150001525878906
2004-04-16,36.09000015258789
2004-04-19,36.529998779296875
2004-04-20,35.68000030517578
2004-04-21,35.9900016784668
2004-04-22,36.91999816894531
2004-04-23,37.209999084472656
2004-04-26,36.939998626708984
2004-04-27,36.869998931884766
2004-04-28,36.20000076293945
2004-04-29,35.63999938964844
2004-04-30,34.77000045776367
2004-05-03,35.099998474121094
2004-05-04,35.25
2004-05-05,35.529998779296875
2004-05-06,35.2599983215332
2004-05-07,34.970001220703125
2004-05-10,34.66999816894531
2004-05-11,35.189998626708984
2004-05-12,35.2599983215332
2004-05-13,35.0099983215332
2004-05-14,34.75
2004-05-17,34.41999816894531
2004-05-18,34.72999954223633
2004-05-19,34.689998626708984
2004-05-20,34.849998474121094
2004-05-21,35.02000045776367
2004-05-24,35.2599983215332
2004-05-25,35.959999084472656
2004-05-26,36.189998626708984
2004-05-27,36.41999816894531
2004-05-28,36.54999923706055
2004-06-01,36.5
2004-06-02,36.41999816894531
2004-06-03,35.97999954223633
2004-06-04,36.189998626708984
2004-06-07,37.04999923706055
2004-06-08,37.099998474121094
2004-06-09,36.58000183105469
2004-06-10,36.84000015258789
2004-06-14,36.31999969482422
2004-06-15,36.790000915527344
2004-06-16,36.72999954223633
2004-06-17,36.38999938964844
2004-06-18,36.439998626708984
2004-06-21,36.150001525878906
2004-06-22,36.68000030517578
2004-06-23,37.119998931884766
2004-06-24,37.04999923706055
2004-06-25,37.33000183105469
2004-06-28,37.02000045776367
2004-06-29,37.369998931884766
2004-06-30,37.7400016784668
2004-07-01,37.040000915527344
2004-07-02,36.81999969482422
2004-07-06,36.029998779296875
2004-07-07,36.099998474121094
2004-07-08,35.70000076293945
2004-07-09,35.75
2004-07-12,35.599998474121094
2004-07-13,35.54999923706055
2004-07-14,35.189998626708984
2004-07-15,35.06999969482422
2004-07-16,34.66999816894531
2004-07-19,34.599998474121094
2004-07-20,35.43000030517578
2004-07-21,34.400001525878906
2004-07-22,34.869998931884766
2004-07-23,34.209999084472656
2004-07-26,34.060001373291016
2004-07-27,34.529998779296875
2004-07-28,34.380001068115234
2004-07-29,34.779998779296875
2004-07-30,34.88999938964844
2004-08-02,34.959999084472656
2004-08-03,34.22999954223633
2004-08-04,34.2400016784668
2004-08-05,33.599998474121094
2004-08-06,32.720001220703125
2004-08-09,32.79999923706055
2004-08-10,33.209999084472656
2004-08-11,32.91999816894531
2004-08-12,32.470001220703125
2004-08-13,32.52000045776367
2004-08-16,32.88999938964844
2004-08-17,33.2599983215332
2004-08-18,33.849998474121094
2004-08-19,33.66999816894531
2004-08-20,34.0099983215332
2004-08-23,34.09000015258789
2004-08-24,34.08000183105469
2004-08-25,34.54999923706055
2004-08-26,34.400001525878906
2004-08-27,34.560001373291016
2004-08-30,33.97999954223633
2004-08-31,34.02000045776367
2004-09-01,34.27000045776367
2004-09-02,34.779998779296875
2004-09-03,34.13999938964844
2004-09-07,34.43000030517578
2004-09-08,34.29999923706055
2004-09-09,34.59000015258789
2004-09-10,35.119998931884766
2004-09-13,35.58000183105469
2004-09-14,35.630001068115234
2004-09-15,35.25
2004-09-16,35.31999969482422
2004-09-17,35.43000030517578
2004-09-20,35.43000030517578
2004-09-21,35.56999969482422
2004-09-22,34.95000076293945
2004-09-23,34.91999816894531
2004-09-24,34.79999923706055
2004-09-27,34.5
2004-09-28,34.56999969482422
2004-09-29,35.08000183105469
2004-09-30,35.13999938964844
2004-10-01,36.099998474121094
2004-10-04,36.310001373291016
2004-10-05,36.36000061035156
2004-10-06,36.650001525878906
2004-10-07,36.2400016784668
2004-10-08,35.58000183105469
2004-10-11,35.75
2004-10-12,35.689998626708984
2004-10-13,35.61000061035156
2004-10-14,35.45000076293945
2004-10-15,35.630001068115234
2004-10-18,36.13999938964844
2004-10-19,35.880001068115234
2004-10-20,36.04999923706055
2004-10-21,36.599998474121094
2004-10-22,35.79999923706055
2004-10-25,35.630001068115234
2004-10-26,35.81999969482422
2004-10-27,36.72999954223633
2004-10-28,36.959999084472656
2004-10-29,36.900001525878906
2004-11-01,37.040000915527344
2004-11-02,37.15999984741211
2004-11-03,37.40999984741211
2004-11-04,37.619998931884766
2004-11-05,37.959999084472656
2004-11-08,38.0
2004-11-09,37.91999816894531
2004-11-10,37.790000915527344
2004-11-11,38.290000915527344
2004-11-12,38.65999984741211
2004-11-15,38.83000183105469
2004-11-16,38.59000015258789
2004-11-17,39.11000061035156
2004-11-18,39.290000915527344
2004-11-19,38.68000030517578
2004-11-22,39.04999923706055
2004-11-23,38.9900016784668
2004-11-24,39.33000183105469
2004-11-26,39.209999084472656
2004-11-29,39.20000076293945
2004-11-30,39.119998931884766
2004-12-01,39.91999816894531
2004-12-02,40.06999969482422
2004-12-03,40.130001068115234
2004-12-06,40.27000045776367
2004-12-07,39.58000183105469
2004-12-08,39.810001373291016
2004-12-09,40.04999923706055
2004-12-10,39.93000030517578
2004-12-13,40.279998779296875
2004-12-14,40.47999954223633
2004-12-15,40.33000183105469
2004-12-16,39.95000076293945
2004-12-17,39.470001220703125
2004-12-20,39.20000076293945
2004-12-21,39.68000030517578
2004-12-22,39.72999954223633
2004-12-23,39.7599983215332
2004-12-27,39.59000015258789
2004-12-28,39.970001220703125
2004-12-29,40.02000045776367
2004-12-30,39.9900016784668
2004-12-31,39.91999816894531
2005-01-03,39.5
2005-01-04,38.779998779296875
2005-01-05,38.540000915527344
2005-01-06,38.349998474121094
2005-01-07,38.54999923706055
2005-01-10,38.529998779296875
2005-01-11,38.2599983215332
2005-01-12,38.58000183105469
2005-01-13,38.06999969482422
2005-01-14,38.43000030517578
2005-01-18,38.720001220703125
2005-01-19,38.08000183105469
2005-01-20,37.349998474121094
2005-01-21,37.04999923706055
2005-01-24,36.529998779296875
2005-01-25,36.709999084472656
2005-01-26,37.150001525878906
2005-01-27,37.099998474121094
2005-01-28,36.91999816894531
2005-01-31,37.400001525878906
2005-02-01,37.52000045776367
2005-02-02,37.58000183105469
2005-02-03,37.150001525878906
2005-02-04,37.75
2005-02-07,37.66999816894531
2005-02-08,37.7400016784668
2005-02-09,37.11000061035156
2005-02-10,37.150001525878906
2005-02-11,37.70000076293945
2005-02-14,37.869998931884766
2005-02-15,38.119998931884766
2005-02-16,37.97999954223633
2005-02-17,37.470001220703125
2005-02-18,37.349998474121094
2005-02-22,36.88999938964844
2005-02-23,36.939998626708984
2005-02-24,37.40999984741211
2005-02-25,37.619998931884766
2005-02-28,37.220001220703125
2005-03-01,37.630001068115234
2005-03-02,37.61000061035156
2005-03-03,37.29999923706055
2005-03-04,37.52000045776367
2005-03-07,38.060001373291016
2005-03-08,37.68000030517578
2005-03-09,37.56999969482422
2005-03-10,37.52000045776367
2005-03-11,37.16999816894531
2005-03-14,37.34000015258789
2005-03-15,37.040000915527344
2005-03-16,36.619998931884766
2005-03-17,36.709999084472656
2005-03-18,36.5099983215332
2005-03-21,36.58000183105469
2005-03-22,36.130001068115234
2005-03-23,36.2599983215332
2005-03-24,36.27000045776367
2005-03-28,36.34000015258789
2005-03-29,36.04999923706055
2005-03-30,36.72999954223633
2005-03-31,36.56999969482422
2005-04-01,36.20000076293945
2005-04-04,36.459999084472656
2005-04-05,36.560001373291016
2005-04-06,36.5
2005-04-07,36.939998626708984
2005-04-08,36.63999938964844
2005-04-11,36.47999954223633
2005-04-12,36.65999984741211
2005-04-13,36.060001373291016
2005-04-14,35.54999923706055
2005-04-15,34.7400016784668
2005-04-18,34.75
2005-04-19,34.9900016784668
2005-04-20,34.70000076293945
2005-04-21,35.619998931884766
2005-04-22,35.09000015258789
2005-04-25,35.380001068115234
2005-04-26,35.04999923706055
2005-04-27,35.099998474121094
2005-04-28,34.75
2005-04-29,34.97999954223633
2005-05-02,35.119998931884766
2005-05-03,35.29999923706055
2005-05-04,35.72999954223633
2005-05-05,35.7599983215332
2005-05-06,35.86000061035156
2005-05-09,36.029998779296875
2005-05-10,35.77000045776367
2005-05-11,35.95000076293945
2005-05-12,35.849998474121094
2005-05-13,36.2400016784668
2005-05-16,36.47999954223633
2005-05-17,36.70000076293945
2005-05-18,37.20000076293945
2005-05-19,37.5099983215332
2005-05-20,37.65999984741211
2005-05-23,37.849998474121094
2005-05-24,37.970001220703125
2005-05-25,37.810001373291016
2005-05-26,38.189998626708984
2005-05-27,38.209999084472656
2005-05-31,38.08000183105469
2005-06-01,38.38999938964844
2005-06-02,38.65999984741211
2005-06-03,38.099998474121094
2005-06-06,38.11000061035156
2005-06-07,37.790000915527344
2005-06-08,37.709999084472656
2005-06-09,37.95000076293945
2005-06-10,37.54999923706055
2005-06-13,37.72999954223633
2005-06-14,37.58000183105469
2005-06-15,37.70000076293945
2005-06-16,37.900001525878906
2005-06-17,37.869998931884766
2005-06-20,37.869998931884766
2005-06-21,37.849998474121094
2005-06-22,37.810001373291016
2005-06-23,37.38999938964844
2005-06-24,36.970001220703125
2005-06-27,36.79999923706055
2005-06-28,37.150001525878906
2005-06-29,37.06999969482422
2005-06-30,36.779998779296875
2005-07-01,36.72999954223633
2005-07-05,37.11000061035156
2005-07-06,36.93000030517578
2005-07-07,37.060001373291016
2005-07-08,37.77000045776367
2005-07-11,38.119998931884766
2005-07-12,38.29999923706055
2005-07-13,38.38999938964844
2005-07-14,38.77000045776367
2005-07-15,38.88999938964844
